id_str,feat_pca_0,feat_pca_1,feat_pca_2,feat_pca_3,feat_pca_4,feat_pca_5,feat_pca_6,feat_pca_7,feat_pca_8,feat_pca_9,feat_pca_10,feat_pca_11,feat_pca_12,feat_pca_13,feat_pca_14,feat_pca_15,feat_pca_16,feat_pca_17,feat_pca_18,feat_pca_19,feat_pca_20,feat_pca_21,feat_pca_22,feat_pca_23,feat_pca_24,feat_pca_25,feat_pca_26,feat_pca_27,feat_pca_28,feat_pca_29,feat_pca_30,feat_pca_31,feat_pca_32,feat_pca_33,feat_pca_34,feat_pca_35,feat_pca_36,feat_pca_37,feat_pca_38,feat_pca_39,label,label2
102022476_-605821155468592896,-9.968570133,-0.212222919,-1.092704772,3.437757525,2.547315635,1.969224591,2.961626467,-1.869990601,-0.835037781,2.8776803,-1.206503411,-1.586405162,-0.482233442,-1.23683011,-1.36114495,1.246660469,-0.873487537,0.367166877,-1.113378237,-0.36365323,0.151972205,-1.165948671,1.230363029,-0.398071463,0.918134077,0.004464146,0.215107978,-0.017277364,0.423229429,0.252039235,0.55840612,-0.68338676,0.765103873,0.260561078,-0.401798731,0.227236965,0.722404195,0.159059967,-0.368924553,0.005498562,0,1
102022476_-606331999468521819,-9.641167307,1.279444773,2.089969907,4.006519474,-0.934621863,-1.987640124,4.113228221,-2.796001764,-2.151628939,-0.532349566,2.288714997,1.097885468,-1.117964567,0.6940878,-0.964709473,2.051284669,-0.525421507,-0.111944435,-1.436786273,-0.31873348,1.563893652,-0.416512723,2.064063792,-0.209345614,-0.236421841,-1.144422326,0.334011849,1.348841301,1.216491643,-0.419273778,1.328161775,0.978460994,0.241398668,-1.305949954,-0.86463506,-0.203988734,-0.94735435,-1.278896653,0.722194966,-0.144211289,0,1
102022477_-606957764469047414,-4.698668524,0.227739224,-3.822903621,-4.174675731,-6.815325717,-5.983055257,1.223692117,-0.484124842,-1.627996097,0.009476102,0.604139791,1.566185305,0.010905797,1.241009706,-0.772532268,-0.601424438,-0.223711663,1.539513681,1.585438308,0.413612887,-0.261644068,0.675361852,0.231753317,0.635809703,-0.200805371,-0.711326542,-0.250457642,-0.792607198,-1.487882111,-0.031103243,-1.67356652,0.311559693,-1.004394752,0.1933738,0.634418372,0.528756246,0.316843749,0.158581037,-0.050831248,-0.104399039,0,1
102022477_-607549866471441504,-6.856824041,2.998825078,1.471555048,0.677195733,-1.143846532,-2.888437728,4.646257943,-1.330953424,-1.311990886,-3.971243518,-0.224240563,1.204024318,-0.226088314,-0.571626292,-0.687952788,0.323239252,1.079255166,-1.279225153,0.140849742,-0.559681546,0.319844719,-0.162153095,2.116942534,-0.020591085,-0.725277647,0.021865715,-0.962096559,-0.110039717,0.738598095,-0.30147701,-0.396617014,-0.387932603,0.008265585,-0.519641805,-1.294594525,0.362456192,-0.301458634,-0.011368509,0.346126768,-0.033785978,0,1
102022477_-607636640471742689,-5.134873537,-0.96836655,1.473740683,-1.467200791,4.118642847,5.36831844,0.303951832,0.032020558,-1.989530791,3.127430005,-2.207594291,-2.644872371,-0.797840929,-0.989596588,-0.937816387,1.682315282,-0.744611243,0.890804449,0.049853155,-0.731391757,-1.036387368,-0.892975427,0.974978111,-0.379556839,1.343451211,-0.634650115,0.227904899,-0.602558141,-0.331852824,0.330865438,-0.296326517,-1.024694382,-0.21608245,-0.199322786,0.498167917,-0.054606183,-0.008318463,0.976493222,-0.335319616,-0.250561981,0,1
102022477_-607905577472403419,-8.296354772,1.148663252,0.704262747,2.03060965,2.756164916,0.254664248,5.773725869,-2.029103014,-0.211021963,0.081832432,-0.899893233,0.478517034,1.66751698,0.390636769,-1.115830881,2.09292468,-1.086915182,-0.599166892,0.577521881,-1.801450822,0.431345474,-0.43098622,0.229449257,-0.169086217,0.871313684,0.387093509,0.144157107,-0.507954008,1.383663857,0.770125199,0.649642094,-0.486814977,0.26920152,-0.020878345,-0.601941136,0.149593735,0.286283173,-0.184511163,-0.28312216,0.058032771,0,1
102022477_-607935937468553688,5.742698048,4.347633413,-7.991719407,-3.490285645,-4.188638242,2.818952693,1.179506278,-1.450821396,2.339795697,3.49934257,-2.014231709,1.143067367,-3.731013367,-1.127150329,-1.285144937,-0.229412215,-1.79827523,-1.228975878,1.253845432,0.451876075,-0.00955552,0.909407534,1.367561184,-0.541010684,-1.516599355,-0.746154535,0.114266909,-1.93538891,0.60738458,-1.661911963,0.14498846,-0.300905775,0.074297713,-1.378975254,-0.865661128,0.202587416,0.416040984,0.866464092,0.09443833,-1.150946494,0,1
102022477_-608374621470279897,3.020544432,-12.19313723,-6.427586326,2.237409711,-2.939118494,8.972893738,2.671305761,5.335174812,1.16496641,3.862342664,3.322399212,1.680342493,-4.792028301,1.985202757,5.538798684,-0.950755202,0.955228228,0.813062046,1.087922433,0.364325753,4.022468431,2.281934042,2.527571863,1.204054733,2.080781284,-1.457184886,-0.120312577,1.219290726,1.309277434,0.102408788,-0.683300053,-0.693616849,-0.242652044,1.720373036,-0.707679156,-1.813105829,0.461881629,-0.174103333,0.937405423,-0.722476186,0,1
102022477_-608740212467748643,-6.776996144,-1.201000953,-4.857137426,-0.112366865,0.299469469,0.447854617,4.929433547,3.777714011,0.629648814,1.766425979,-0.939538766,1.532767744,-4.919175424,-2.779116382,0.820378999,-3.001842471,-2.776254312,2.138470798,0.015551996,2.121871517,-2.060414033,3.000367102,-1.989966086,0.776691336,1.812916726,-0.613969521,1.589849638,-1.009665803,1.207608604,2.948554727,0.422445777,1.933320119,-3.061305815,0.871110527,0.239681691,1.394583434,-0.123690307,-1.756744893,0.591523767,-1.122489167,0,1
102022477_-608815546469899625,-6.721670924,1.913012321,2.945335604,5.962548501,2.359669093,4.725865558,5.050459294,-3.568133546,-1.918995934,5.385335299,0.016564421,-3.236455724,-2.245045498,-1.07423197,1.335864106,0.851519401,-0.974872308,1.96344154,-2.680443229,-0.277330111,-0.042729829,0.681524432,1.186803465,-0.180232996,0.484706068,0.088088708,1.713158985,-0.570996273,-0.015388836,0.237308584,0.819127014,0.439180479,-1.092284068,0.808110708,-0.61417446,1.310173258,-0.416329431,0.692871786,0.258909169,0.217075049,0,1
102022477_-608978118469786580,-6.131153351,2.079797887,-5.119474222,0.229033198,1.695322339,-0.183247258,5.375479631,1.633799139,-0.9024164,-3.318245887,-1.535550272,0.295920227,-3.418167201,-1.895914548,-2.233203735,-0.308559185,-1.874928641,0.732595496,0.625087644,-0.661618292,0.716971796,1.21488416,-1.342623025,-0.522005569,1.21440907,-1.255146163,0.90121138,-1.230868603,-0.303651924,0.293790507,0.823318078,-1.11501778,-1.123249692,0.691884982,-1.072670705,-1.17380401,-0.463908292,-0.693430676,0.510684468,1.388323667,0,1
102022477_-609089350468284989,-5.645029752,-0.631834421,-0.328434729,-1.658978186,-1.260169581,2.83233588,-1.324464231,1.124818853,0.852625371,-2.45053061,-1.799500578,-0.619477776,-1.185883841,-1.040266241,-2.717256994,1.839688844,2.813219801,1.089189532,-0.92880405,2.242620704,-1.306600553,-0.320672244,0.857520648,-2.114310666,-0.749276483,-0.366726229,-1.25131737,-2.529960977,-0.354443456,-0.374507255,0.77267799,-0.374160956,-0.91122396,0.288853042,1.280955528,0.903445811,-0.386337998,0.456279224,-1.129153833,0.566366995,0,1
102022477_-609172608469162591,-4.922315851,2.425155868,-1.956154797,2.589584518,4.240143414,0.328634304,5.372498165,3.230644552,-1.055057254,1.014472587,-1.859133274,1.335014017,-4.858707917,-1.733778102,0.822146859,-1.297223506,-2.303507111,2.42889774,0.947674821,1.338179533,-2.054839234,1.716565197,-0.408624795,0.163244704,1.55559217,-0.19883411,1.42097878,-1.234011347,1.775698196,3.562500245,0.684243994,1.471297707,-1.674983661,0.009564309,0.539882926,1.74940683,-0.132053044,-2.242170977,0.962560619,-0.771611632,0,1
102022477_-609396661470227878,-1.334809045,3.044159233,-3.614723284,1.658499227,0.218993282,-0.658160202,5.232564884,-2.41203399,0.620889928,4.470034379,-2.854037015,4.942333107,-2.716460272,1.2387191,-2.036069668,-0.478215606,-2.010063656,1.660948845,0.845099726,0.673521083,-0.082692632,0.831916691,-0.066965072,1.02242539,1.929542325,-0.147302198,-0.240151341,-0.359778712,-0.239773848,1.627003092,0.800154456,0.555471934,-1.254878737,1.319580731,-0.238249132,0.435441289,-0.653101641,-0.287769261,-0.184079573,-0.68134293,0,1
102022477_-610223100470316880,-1.004197795,1.649933561,-5.25866408,-3.949322376,-3.944220327,-3.650671834,0.390362846,-0.928146696,2.824929475,1.829631182,-3.865059516,3.511612147,-0.691812844,-0.483228204,0.342212428,-1.263626299,0.3086487,0.971612384,0.49759419,-0.253215134,0.235604575,-0.332696813,0.083831989,1.736371566,0.558394575,0.613130981,0.060137209,-0.598514818,-1.804811919,-0.519415011,-0.205767234,0.105210922,-0.056963443,-0.334911382,0.402293173,0.948517974,0.242983522,0.311385572,0.121206781,0.203522173,0,1
102022477_-610321392471042289,-1.782319462,1.64355792,-7.587799528,-3.583814408,-4.628316634,-3.416071321,3.255755733,-1.637224515,0.260192968,-0.828078701,-0.376948887,-0.248335412,-3.813697107,2.024076789,-3.057279604,-2.034396588,-2.677655946,0.964233845,0.565293232,1.434918851,-0.967926041,1.088776657,-0.981914483,1.028186872,0.056995755,0.621105676,0.249605905,-1.368734284,-0.920287873,-0.35613086,0.4436849,-0.39459252,-1.663060466,1.682030665,-1.698224116,-0.6991178,0.266640836,0.06047858,0.006588901,0.114932004,0,1
102022477_-610613763471665916,0.773660283,5.182730483,1.381301543,-2.367352014,1.097010433,1.014620298,3.995127117,2.052688052,-4.165268711,1.142845344,-3.271355886,0.041943428,0.294766807,-0.588250345,-0.042435825,0.557808065,0.482707707,-1.739844459,0.471745072,-0.217337132,-0.404526886,1.178224248,0.216768433,-0.852644508,-0.527223947,-0.462272274,-0.298994702,-0.147816033,-0.824740037,0.263605654,-0.87715769,-0.759402763,-0.551930069,0.141260068,-1.20686812,0.697184431,0.847829724,1.146615218,-0.420223486,-0.531467238,0,1
102022477_-610839549469529461,-4.959063259,3.210079491,-0.502847232,3.16936284,0.670206377,-7.709126047,0.080045881,-3.483596124,-2.841348495,1.807503488,-2.193478329,-1.604174163,-1.880962054,3.056765279,0.82566615,-0.54863778,1.072056532,-0.011573444,1.341502402,-0.779610355,2.011735114,1.454038966,0.479538593,1.805361868,1.100290032,-0.80857208,-0.172083098,0.198741666,-0.180578532,0.340977772,-0.532200571,-0.234458087,-0.433410967,-1.132068471,0.835947034,-0.944765349,0.47242382,0.342538167,-0.021865794,0.33684787,0,1
102022477_-610973282470011567,-7.181405523,2.075716199,-2.924732176,0.615742693,2.433424553,-0.35333087,2.822199372,3.498451305,3.321507084,-3.615233233,-4.371107866,-1.057927687,1.040749885,-1.518628975,1.621577468,1.266258913,-0.317900336,0.819499634,-0.78507168,-0.648209805,0.256443211,0.186642636,-0.881269775,-0.931381655,0.173280403,-0.729436469,1.385282845,-0.875133813,-0.131203577,-0.345748995,-0.482795628,-1.012439287,0.102468457,-0.553239917,-0.123480723,-0.978065465,0.577467737,-0.0170119,-0.491197016,-0.637048149,0,1
102022477_-611506234467918921,-1.210115705,6.826719485,3.388531832,2.585997897,3.494469706,-4.978756314,1.218942412,0.908382042,-1.67288153,0.161356376,-1.966476439,-1.561451133,-2.332789811,-0.225962871,2.950821122,-0.337958388,-0.009300404,-0.077431992,-0.106995311,-0.983925261,0.883430459,1.232452978,-0.656242758,0.889268029,1.019096778,-0.656338161,-0.37685561,-0.598222859,0.484128584,0.264975565,-0.036373628,-0.405310784,1.596325464,-0.676457305,0.290735841,0.146198344,-1.066719411,-0.298097527,-0.009554728,0.134775276,0,1
102022477_-611759342471748630,-3.849423765,4.840165186,2.404524179,3.25847118,2.584151829,-1.649162123,5.389545486,-3.169716981,-5.820668512,2.774206852,-0.007734578,-1.320590202,-4.019310093,2.597898038,-2.507612839,0.187422206,-1.081266645,0.346985823,0.529373489,-0.738650862,0.235904332,0.043912799,0.879671923,0.788352748,-0.158841203,-0.224003721,0.307308082,-0.623665615,0.418902779,0.892433679,0.107232643,0.143629368,-0.119618229,1.189937357,-0.254082326,-0.005715192,-0.975986813,-0.13785375,0.562621218,-0.340277236,1,0
102022477_-612447071471700596,-2.566837954,5.476265243,3.994984557,2.991392349,2.01408955,5.475568965,8.536543734,-6.736770014,1.713005349,0.411109807,0.671237424,-1.872121144,-0.419837668,-0.883510058,-0.169389774,-4.822375954,1.845044308,0.541591226,-2.263306178,-1.141606719,-0.735344462,0.603574707,-0.205116968,1.103621193,-2.368331259,-0.771651505,2.566227013,0.75391385,-2.176746261,1.116329892,0.382947098,-1.32436733,-2.656281651,-1.414667463,-0.090006177,-1.252774424,2.284172199,-1.315285986,-1.777466003,0.852588496,0,1
102022477_-612503725467690819,-9.705396245,-0.892909178,-1.125114465,3.692552341,0.882349059,3.061985697,2.497147074,-1.278991873,-0.359367731,2.312205636,-1.219780818,-2.566807724,-1.255363817,-1.658277725,-1.084655351,2.030125968,-0.668262072,0.973342221,-2.37092319,0.117903199,-0.075600299,-0.89756161,1.173020407,-1.762584018,1.695285461,-0.698197132,0.563860865,-1.083255915,0.740493956,0.300293155,0.527264235,-1.00558916,1.118916045,0.00572724,-1.102088787,-0.928619625,0.692646475,-0.005156617,-0.15125614,0.148578988,0,1
102022477_-612639824471241952,-3.822703831,-1.198376514,-2.350432538,-4.110919881,-0.523170311,3.918307119,3.446589119,3.728435448,1.012106409,1.32691357,-0.02350611,0.604213664,-5.111396143,-2.996104911,1.255599466,-3.039579661,-3.205670509,1.590970126,-0.599249764,1.565985848,-1.86769836,3.077290592,-2.225525496,-0.228544997,2.049749014,-1.95162262,1.569096715,-0.952442498,1.409921568,1.550204987,0.68349122,1.627450777,-3.885549405,0.219288168,-0.355305593,0.231641977,-0.155843282,-1.586362802,1.140921818,-0.352324204,0,1
102022477_-612755488471238593,1.514352605,5.796086722,-4.934411472,-0.179193981,3.638147177,-0.896846377,-0.588517835,-3.282343489,-0.860608327,-2.73319693,1.785007546,-1.046139282,-2.53455221,1.155892048,0.696917324,-0.132874436,0.545121048,-1.422318475,-1.489776367,-0.305735182,0.683403766,0.215686009,-0.799977524,-0.409726439,1.411534146,1.347393176,0.601771031,0.744142641,0.324077928,0.751296091,0.694639424,-0.518273199,0.547671422,0.14007447,-0.105446054,0.444696137,-0.779194994,0.345670119,0.368481465,0.955600968,0,1
102022477_-612823274468724664,2.951738474,8.568198528,-4.29988848,5.404872356,3.661274309,2.085972628,3.425289619,-6.8985206,4.97218109,-2.644657317,0.029191434,-1.418561062,0.001854997,0.669959829,1.717398443,0.801402827,-0.180443789,0.490096065,1.692881797,1.516968039,1.605399176,1.091513845,0.438703263,-1.602345141,-2.484545349,2.008724685,0.002395611,-0.055245792,-1.859315911,0.769570951,-0.20625889,-1.419978398,1.807429204,0.525043416,0.365619032,1.021765191,0.645441202,-1.083677966,1.83068114,1.039521649,0,1
102022477_-612993633468010321,6.925404961,-1.488293328,0.117896847,-1.508645236,-2.903549028,6.969844649,8.356641975,3.427894762,-1.905743548,-3.877446423,0.045808393,-0.166503884,-1.807080578,-0.753604565,1.845616871,-0.964082222,1.487001796,-2.14021983,2.233612005,-0.344103922,1.99138009,1.099427621,3.048343266,1.163949852,1.473672239,-0.184336688,0.894886796,0.472563092,1.421849462,0.527188179,-0.35485911,1.192249955,-0.95946992,1.472773832,0.058984063,0.195465569,0.421908764,0.331017088,-0.550165492,0.696468905,1,0
102022477_-613043626467951875,4.57275454,5.220232904,1.786386805,-3.983646047,-0.168566774,-0.982967893,-0.906520545,1.131182293,-4.343991693,1.818484253,1.97088927,2.32812768,0.29082767,0.176826305,-1.217695917,0.910805321,-0.229487858,-0.845290367,-0.933788116,1.381713063,-0.446898622,0.746822647,-1.215442257,-0.814688482,1.190084413,0.252973597,-0.498568193,1.368081216,0.147899236,0.38980334,-0.289032654,0.687962731,-0.076227355,0.461628102,-0.856159691,-0.619442036,0.098351632,0.194818833,-0.823682813,-0.626203297,0,1
102022477_-613081088467583327,-2.869285032,-2.600917223,2.463340999,-2.610297611,5.585540753,6.043663291,0.209642566,-0.156598685,-0.816008838,1.516886041,-2.594691102,-2.452161207,-0.838575785,-0.761570617,-0.495572604,1.220760352,-1.055494473,0.224183516,0.352047661,-0.814721268,-0.85448052,0.272878037,1.436596363,0.506488291,1.069335101,-0.396016779,0.378303808,-0.481037718,0.423384805,0.817045897,-0.088791943,-0.183687755,-0.271180744,-0.414368106,0.958019016,0.244391561,0.061764679,0.867767111,-0.237748331,-0.512667702,1,0
102022477_-613721587471872005,-5.376842273,3.274283516,2.405993725,10.38937503,-7.453197951,4.781222902,-6.053836344,0.056243902,0.92840305,-3.139524059,-0.622641295,3.44447046,-2.452169476,0.098914216,-2.612947154,0.55046979,-0.030326552,0.26440596,-2.538012423,-3.753368035,1.319824991,-1.259952188,-1.400697785,1.764978363,0.292713356,-0.82833032,-1.249280132,0.910410802,-0.827452,1.315090963,-2.122563335,0.566563501,-0.012931431,0.83147872,-1.629969583,2.203046637,-0.646261038,-1.754467556,-0.625046149,0.26196705,0,1
102022478_-614125999468157614,-8.398154186,2.261471129,4.287665492,2.738689145,-1.226998477,-1.690177434,5.206730092,-3.511945367,-5.494358313,-1.100507995,2.880981459,-0.256204367,-1.82595709,0.340417859,0.307985745,1.34902075,-0.08393639,-0.235890972,1.044622678,-0.038477917,1.375977858,-0.426719355,2.532411767,1.185616566,0.149650491,-0.785092986,-0.049089439,2.119814007,0.176180773,-1.088610279,2.097886474,0.42024934,-0.47185199,-0.558829554,-0.969360335,0.537540074,-0.272093653,-1.027907706,0.347273128,0.202861548,0,1
102022478_-615118152470260138,-4.981167372,1.269472109,2.558249534,-1.534438678,1.986763125,3.100684873,3.394952723,-2.541269205,-3.881437236,5.300863151,-2.028144711,-0.191307992,-2.44300073,-0.585301073,0.543684188,1.047077938,-0.995836757,0.004369021,0.027495842,-2.103881854,-0.770560046,-0.757792463,1.234677382,1.249575079,1.616032782,0.102150258,-0.261819149,0.501764752,-1.345081358,-0.341464044,0.146770268,-0.833347174,-0.457060675,0.070413346,0.093260244,1.028061738,1.02216293,-0.308169081,-0.006524983,-0.210849184,0,1
102022478_-615366277471211680,-5.157526617,4.055196178,4.861517668,4.53806914,2.022257469,3.462382799,7.951275299,-7.751823693,1.631731555,1.718478449,2.356858315,-0.761069603,-1.392550664,-0.530758275,-0.797047336,-2.91187916,-0.562826269,0.087578449,-3.296325853,-0.413046074,-0.949002021,0.803833001,-1.014069387,1.369896555,-1.148442831,-1.529153567,2.209187446,-0.138678645,-1.245882138,1.21232478,0.458275827,0.54656593,-1.323015027,-0.417714666,0.281580469,-0.399736281,1.038334553,-1.309419951,-1.224847679,-0.316470392,0,1
102022478_-615973730472411612,-2.987710231,4.55236738,7.724151383,4.168841158,0.669662154,1.548512507,5.51619868,-2.968300503,1.805216729,1.093053652,1.625761379,-0.675695286,-0.907510272,1.480492142,-0.269526219,-1.17167596,0.009647126,-0.511617618,-1.771018605,-0.05603201,0.233219525,1.267706386,0.194979253,0.417738294,-0.296928971,0.499568875,1.335523565,0.781817037,-0.624558264,-0.682372911,0.413348289,0.50979674,-0.75322964,-0.708632455,-0.362461224,0.335120815,-0.964952918,-0.512220493,-1.213493686,-1.239245329,0,1
102022478_-616391755470282199,-6.521639638,1.476065348,2.143680834,4.980665552,0.267154901,0.79627461,1.832918442,-3.164628014,1.327312946,2.070516855,-1.48960653,-1.888124972,0.053720808,-0.443658246,0.215893885,2.351072468,0.383221941,-0.862344847,-1.637712186,0.367463258,0.603982702,-1.307160111,1.288092716,-1.569609021,1.138925152,0.863535021,1.10676085,-0.960266983,1.333823928,-0.24602904,0.369177832,0.612504958,0.17628426,-0.928012844,-0.894804683,0.165998063,-0.79954452,0.243888785,-0.484646698,-0.197973301,0,1
102022478_-616636502469459392,-2.892778319,3.535280181,1.861037171,8.585768543,-7.558052907,5.381270008,-6.37317487,-0.456876395,-0.52372347,-2.710970813,-1.489236966,0.293686483,-0.484060044,1.139469169,-0.748816905,1.491613943,2.691952524,-2.575287766,0.202090989,0.398745694,-0.22526736,-0.800056541,-1.519470822,-1.615075656,1.59510657,-0.587159592,-0.783212019,-0.365886242,-1.365056874,-0.48950215,-1.178192419,0.082460479,-1.465825827,1.6694356,0.126613554,1.394431891,-1.406278212,-0.586450416,-0.626386717,0.979306231,0,1
102022478_-616952164470784322,-7.467117673,-1.605120768,0.765847292,-0.037877388,3.408946228,4.057265034,2.000215451,-0.877308856,1.998773049,-0.170728155,-1.467426343,-0.603401253,-0.331175735,-2.91596474,-0.005310954,2.224017699,-0.040867826,-0.361456031,-0.840237048,-0.976795343,-0.367532875,-0.567146754,0.466288189,0.092570842,0.908710472,0.477206211,1.270177607,-0.608639808,0.3068355,0.429914374,-0.029726805,-0.881814321,-0.37914086,-0.196247593,0.128341665,-5.96E-04,0.081096177,1.047723917,-1.068256822,-0.813484118,0,1
102022478_-618511909470217476,1.466293428,6.259315219,-4.713885695,1.467145714,2.424629973,-3.958782406,-2.30651019,-1.165957194,-1.792329315,-1.774166287,2.553624169,-2.092812926,-0.380842157,1.81435156,1.956912434,1.329979983,0.680434741,-2.194202981,-3.065473388,0.663810771,0.701062818,1.199504919,-0.981000271,0.867377768,1.092628769,-0.372170047,0.485803988,0.129881712,0.286951763,1.076626091,-0.742157699,-0.696873055,0.848479057,-0.174665699,0.203021789,0.119172372,-0.595943664,-0.006503523,-0.199245052,-0.265913961,0,1
102022478_-618628098470666305,-9.38970003,0.104143683,-0.066895715,2.134884793,0.576467342,2.293081528,4.223042509,0.165830001,0.407970739,-0.602564643,-1.152425493,-1.266167543,0.918065439,-1.941659728,-0.609152498,2.599383486,-0.645958212,0.3836231,-1.108855008,-0.447936693,0.479849779,-1.15833236,0.535232753,-0.9008022,0.674816561,-0.667175108,0.530215212,-0.29139314,-0.086343126,0.042876417,0.818802179,-0.867785586,0.213042786,-0.196709405,-0.536059795,-0.664143135,0.208809971,0.102473482,-0.46673213,0.260102192,0,1
102022478_-621009421472505515,-7.806778186,2.890002221,0.098522152,2.820961459,1.402613815,-1.889576506,3.593538526,1.44426491,1.622144545,-2.571381704,-1.97620336,1.296723178,0.354045257,-0.392677125,-2.432298337,1.406361955,0.146140313,1.475884342,-0.939907216,-0.076956416,0.526961039,0.216409579,0.578357384,-0.882734805,-1.072939518,-0.577688647,-0.832565002,-1.014248958,0.731851691,0.312004302,0.463477755,0.090726865,0.064258063,-0.034218629,0.008407404,0.178098787,-0.251061215,1.231521998,0.043606356,-0.586675253,0,1
102022479_-621145334471255869,-5.650342273,2.908010881,1.72800037,0.333721887,-0.086840577,-0.658110318,6.384832929,1.137508689,-1.875705315,-2.799672395,-1.860574346,0.365906168,-0.605344918,-2.845978953,-0.774343646,0.767237865,1.637626984,-1.362519952,0.379145775,-0.47587099,-0.249722582,0.572646593,2.028553058,0.001210094,-0.112555761,-0.472902779,-0.761433593,-1.279176889,-0.113323928,0.359992105,0.331857483,-0.360637234,-0.511240737,-0.299044533,-1.006557032,0.692888864,-0.815975608,0.174738127,-0.040864309,-0.620672362,1,0
102022479_-621450058469896491,-10.42496729,0.8491406,0.590834619,4.867328495,1.279452705,2.419867428,5.171856783,-3.833251658,-2.064355112,2.482784628,-0.244760045,-1.934228887,-0.356348085,-0.502359441,-1.206207836,1.861369856,-1.196698777,-0.312090108,-1.470462217,-0.485053624,1.097385617,-0.97327873,1.711554023,-0.350776604,0.954422489,0.318915522,0.622548999,0.730964359,0.796536576,0.121075588,1.550763927,0.291782063,0.392969148,0.458320874,-0.173111773,0.294923952,0.86769899,-0.285115465,-0.432484102,0.441259664,0,1
102022479_-621645836470237920,-4.488358963,5.152022344,-1.639532934,0.764302361,2.402674368,-2.45764358,1.025807139,5.231915456,0.116318305,-3.035223235,-2.84804436,0.980449144,-1.10617366,-1.085226319,-0.121091386,-1.669914167,-0.307497131,-0.343232723,0.005062114,0.709578594,-0.321799314,1.040170515,1.014730556,0.133958291,-0.589209502,0.428329691,0.941915956,0.063015594,-0.170339259,0.862053588,0.333475565,0.094916729,-0.035675902,-0.903272166,-0.598011794,0.193532201,-1.332135316,0.04705197,-0.687284764,0.151493243,0,1
102022479_-622036720469575827,-6.060396487,-2.802692957,1.976364939,-2.493801841,0.694155389,4.276346337,0.912709351,-1.710174318,-0.657682234,1.548407217,0.81738587,-1.51100586,-0.055409979,-0.935089585,-0.581267739,1.578894139,-0.315627632,-0.110383443,-0.642713495,0.100114174,-0.600445283,-1.184153477,1.62474923,-0.43536531,0.962258375,0.449955443,-0.385520566,-0.135287622,0.148241252,0.602587468,-0.128427482,-1.071105723,0.467880945,-0.349125849,-0.421970759,0.334499771,-0.677618082,0.365630721,0.036477425,0.044425833,0,1
102022479_-622620890471763981,3.701021826,6.17317671,-9.176649035,-2.844714024,-4.15429772,-0.023640865,2.899638365,-1.334259605,-0.048194235,-2.56561682,2.485808922,-0.707437263,-3.997416944,1.071274913,-3.348441592,1.034755942,-5.559952661,-0.152570705,1.720868801,0.807912867,-0.038925129,1.964687544,-1.26106349,-0.948098209,-0.523109646,1.428870891,0.408440837,-0.842580797,0.327599337,-0.475348085,0.345955817,-0.526983435,-1.799655008,-0.036383529,-1.084164886,-1.492372082,-0.071955754,-0.316777491,0.375941805,0.270368352,0,1
102022479_-623367075470669448,-4.892886617,4.105058765,-1.887314377,2.036253825,3.520277252,0.304355765,5.524949868,-0.474921229,0.849271436,-2.13915071,-3.350048787,-0.198280676,-1.411762878,0.190290634,-1.815497506,1.667155726,-0.931153127,-0.323521347,0.066075204,-1.198611476,0.607766575,0.089699582,-0.304170482,-1.244913137,1.529246341,0.07143418,-0.088612724,-2.024306895,0.517452736,0.399488931,0.594549931,-1.265066175,0.235121252,-0.281627492,-0.926535199,-0.720938385,-0.451395045,-0.292599514,0.340717329,0.651684811,1,0
102022479_-624179588470692726,7.183316519,10.55065317,0.917774479,4.518256343,5.069012101,4.270316757,4.19084811,-7.088815785,3.930326893,1.527032425,0.537933118,0.378985431,0.526112392,-0.258674364,0.93090647,-1.52524474,2.706216592,0.588606958,0.642630409,-0.032551824,-1.797041247,-0.320255996,-1.557726962,-0.573269371,-4.212328783,-1.555231034,-0.909566103,0.909540351,-3.286965767,0.990806008,-0.377210162,-0.813174506,1.72388833,-0.064202194,-0.643981459,-0.590926373,-0.82452002,-1.955506842,2.178491484,-0.634351902,0,1
102022479_-624325973471367138,-8.893571248,0.294003323,0.173902939,3.32659749,2.251145082,2.779844778,2.383810307,-1.489760437,-1.681232492,2.697832973,-1.045442867,-2.084832504,-0.826561377,-1.055147263,-1.349605732,2.199435862,-0.488410804,0.298589387,-1.285640705,-0.045506307,0.024641616,-1.515301593,1.319180183,-1.081523566,1.409013738,-0.217230915,0.142397027,-0.486104143,0.636420194,0.023980576,1.174462092,-0.623557093,0.362191023,-0.048608443,-0.2737892,0.315974715,-0.066141207,0.50832206,-0.154327067,0.181696298,0,1
102022479_-624635392472183526,-1.713235315,5.952170186,2.488541122,-0.426317919,-5.648408434,2.679858477,10.45747833,-4.593252782,-2.582270642,-4.236471701,1.722454843,-2.489340126,-1.475740272,-1.646653195,-0.060723396,-4.416658881,2.142068009,-0.735031843,-0.12151158,0.078232769,-0.741867348,0.109634324,2.741474437,1.807243532,0.235483536,0.378437319,1.169689548,-0.334902985,-0.475100026,0.375621463,0.986136219,-0.802712655,-1.658218227,-0.292704108,-0.876926801,-1.759507297,1.234949625,-1.59371407,0.379487809,1.115977572,0,1
